"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 28 22:35:51 MSK 2022","Fri Jan 28 22:35:51 MSK 2022","85","","com.bookovna.tests.properties.OwnerTest","","com.bookovna.tests.properties.OwnerTest","readCredentialsTest","readCredentialsTest()",""
